page_id,target_route,locale,wave,locale_action,old_alias,page_gate,locale_gate,status,next_action,classified,publication_ready
PAGE_HOME,/,hu-HU,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,no-NO,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,ro-RO,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,sl-SI,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,sr-RS,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,th-TH,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,hi-IN,1,CANONICALIZE_EXISTING_ALIAS,hi,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,id-ID,1,CANONICALIZE_EXISTING_ALIAS,id,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,ko-KR,1,CANONICALIZE_EXISTING_ALIAS,ko,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,nl-NL,1,CANONICALIZE_EXISTING_ALIAS,nl,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,pl-PL,1,CANONICALIZE_EXISTING_ALIAS,pl,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,ru-RU,1,CANONICALIZE_EXISTING_ALIAS,ru,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,sv-SE,1,CANONICALIZE_EXISTING_ALIAS,sv,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,tr-TR,1,CANONICALIZE_EXISTING_ALIAS,tr,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,uk-UA,1,CANONICALIZE_EXISTING_ALIAS,uk,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,vi-VN,1,CANONICALIZE_EXISTING_ALIAS,vi,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_HOME,/,zh-CN,1,CANONICALIZE_EXISTING_ALIAS,zh,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,ar,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,de,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,en,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,es,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,fr,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,it,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,ja,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,pt-BR,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,PASS_SOURCE_LOCALE_STATIC,PASS_STATIC_HOLD_RELEASE,CHECKER_AUDIT_AND_RESOLVE_PAGE_SCOPED_HOLDS,True,False
PAGE_ABOUT,/missao.html,bg-BG,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,cs-CZ,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,da-DK,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,fi-FI,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,hr-HR,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,hu-HU,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,no-NO,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,ro-RO,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,sl-SI,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,sr-RS,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,th-TH,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,hi-IN,1,CANONICALIZE_EXISTING_ALIAS,hi,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,id-ID,1,CANONICALIZE_EXISTING_ALIAS,id,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,ko-KR,1,CANONICALIZE_EXISTING_ALIAS,ko,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,nl-NL,1,CANONICALIZE_EXISTING_ALIAS,nl,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,pl-PL,1,CANONICALIZE_EXISTING_ALIAS,pl,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,ru-RU,1,CANONICALIZE_EXISTING_ALIAS,ru,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,sv-SE,1,CANONICALIZE_EXISTING_ALIAS,sv,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,tr-TR,1,CANONICALIZE_EXISTING_ALIAS,tr,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,uk-UA,1,CANONICALIZE_EXISTING_ALIAS,uk,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,vi-VN,1,CANONICALIZE_EXISTING_ALIAS,vi,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_ABOUT,/missao.html,zh-CN,1,CANONICALIZE_EXISTING_ALIAS,zh,PASS_STATIC_HOLD_RELEASE,HOLD_ALIAS_AND_DERIVED_LOCALE_REVIEW,HOLD_ALIAS_CANONICALIZATION_CONTENT_REBASE_HUMAN_REVIEW,CANONICALIZE_ALIAS_REBASE_CONTENT_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,ar,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,de,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,en,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,es,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,fr,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,it,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,ja,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,HOLD_DERIVED_LOCALE_REVIEW,HOLD_CONTENT_REBASE_HUMAN_LINGUISTIC_REVIEW,REBASE_FROM_PT_BR_SUCCESSOR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,pt-BR,0,ALREADY_ACTIVE_CANONICAL,,PASS_STATIC_HOLD_RELEASE,PASS_SOURCE_LOCALE_STATIC,PASS_STATIC_HOLD_RELEASE,CHECKER_AUDIT_AND_RESOLVE_PAGE_SCOPED_HOLDS,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,bg-BG,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,cs-CZ,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,da-DK,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,fi-FI,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
PAGE_SITE_OBJECTIVES,/objetivo.html,hr-HR,1,NEW_BASE_LANGUAGE_TRANSLATION,,PASS_STATIC_HOLD_RELEASE,HOLD_TRANSLATION_AND_DERIVED_LOCALE_REVIEW,HOLD_TRANSLATION_REQUIRED_HUMAN_REVIEW,CREATE_TRANSLATION_FROM_CONTROLLED_PT_BR_THEN_HUMAN_LINGUISTIC_REVIEW,True,False
